2011-07-09 15:32:59.871369	BATP204	96
2011-07-09 16:36:05.742597	M009	OFF
2011-07-09 16:36:06.387648	M017	ON
2011-07-09 16:36:06.418851	M015	OFF
2011-07-09 16:36:06.928364	M016	OFF
2011-07-09 16:36:07.17371	M018	ON
2011-07-09 16:36:07.783493	M051	ON
2011-07-09 16:36:08.301197	M017	OFF				4-1-start
2011-07-09 16:36:08.983894	D011	OPEN
2011-07-09 16:36:09.221422	SS002	MOVED
2011-07-09 16:36:10.142928	M018	OFF
2011-07-09 16:36:12.226758	M018	ON
2011-07-09 16:36:12.451564	SS009	MOVED				4.1
2011-07-09 16:36:13.310745	M018	OFF
2011-07-09 16:36:13.616967	D011	CLOSE
2011-07-09 16:36:15.002967	M018	ON
2011-07-09 16:36:16.221217	M017	ON				4.2
2011-07-09 16:36:16.406901	M051	OFF
2011-07-09 16:36:17.031321	SS002	STILL
2011-07-09 16:36:17.354274	M017	OFF
2011-07-09 16:36:17.624186	M018	OFF
2011-07-09 16:36:20.903875	M017	ON
2011-07-09 16:36:21.364307	M018	ON				4.3
2011-07-09 16:36:22.033104	M017	OFF
2011-07-09 16:36:22.201538	M051	ON
2011-07-09 16:36:23.621041	M018	OFF
2011-07-09 16:36:24.846135	M051	OFF
2011-07-09 16:36:26.153981	M051	ON
2011-07-09 16:36:28.042354	M051	OFF
2011-07-09 16:36:28.602448	M051	ON
2011-07-09 16:36:30.209641	M018	ON
2011-07-09 16:36:31.232259	M017	ON
2011-07-09 16:36:31.413511	M051	OFF
2011-07-09 16:36:31.867949	M018	OFF
2011-07-09 16:36:32.528633	M016	ON
2011-07-09 16:36:32.672829	SS010	STILL
2011-07-09 16:36:32.798978	M015	ON
2011-07-09 16:36:33.659672	M014	ON
2011-07-09 16:36:33.725091	M017	OFF
2011-07-09 16:36:34.313418	M016	OFF
2011-07-09 16:36:34.660491	M015	OFF
2011-07-09 16:36:35.114095	M013	ON				4.4
2011-07-09 16:36:35.819985	M012	ON				4.4
2011-07-09 16:36:36.047503	M014	OFF
2011-07-09 16:36:36.571528	SS010	MOVED
2011-07-09 16:36:36.660908	M011	ON				4.4
2011-07-09 16:36:37.176586	M013	OFF
2011-07-09 16:36:38.406912	M012	OFF
2011-07-09 16:36:38.904154	M011	OFF
2011-07-09 16:36:39.462171	M011	ON				4.4
2011-07-09 16:36:40.684952	M012	ON
2011-07-09 16:36:41.720096	M011	OFF
2011-07-09 16:36:41.862712	M013	ON
2011-07-09 16:36:43.197713	M014	ON
2011-07-09 16:36:43.490823	M012	OFF
2011-07-09 16:36:44.047746	M015	ON
2011-07-09 16:36:44.321189	M016	ON
2011-07-09 16:36:44.362552	M014	OFF
2011-07-09 16:36:44.56769	M013	OFF
2011-07-09 16:36:45.521709	M017	ON				4.5
2011-07-09 16:36:45.886703	M015	OFF
2011-07-09 16:36:46.093135	M016	OFF
2011-07-09 16:36:47.321535	SS010	STILL
2011-07-09 16:36:48.093968	M017	OFF
2011-07-09 16:36:49.271424	SS010	MOVED
2011-07-09 16:36:49.849057	M018	ON				4.6
2011-07-09 16:36:50.221517	SS010	STILL
2011-07-09 16:36:51.089646	M051	ON
2011-07-09 16:36:51.746843	D011	OPEN
2011-07-09 16:36:52.311775	M018	OFF
2011-07-09 16:36:54.121528	SS010	MOVED
2011-07-09 16:36:55.684732	M018	ON				4-1-end
2011-07-09 16:36:55.955286	D011	CLOSE
2011-07-09 16:36:56.800474	M018	OFF
2011-07-09 16:36:56.841519	SS010	STILL
2011-07-09 16:36:57.366276	M018	ON
2011-07-09 16:36:57.691439	SS002	MOVED
2011-07-09 16:36:58.05329	M017	ON
2011-07-09 16:36:58.606943	M051	OFF
2011-07-09 16:36:59.222125	M018	OFF
2011-07-09 16:36:59.435022	M016	ON
2011-07-09 16:36:59.581511	SS009	STILL
2011-07-09 16:36:59.877273	M015	ON
2011-07-09 16:37:00.286752	M017	OFF
2011-07-09 16:37:00.769414	M009	ON
2011-07-09 16:37:01.213719	M008	ON
2011-07-09 16:37:01.866761	M016	OFF
2011-07-09 16:37:01.956743	M007	ON
2011-07-09 16:37:02.149202	M015	OFF
2011-07-09 16:37:02.691443	SS010	MOVED
2011-07-09 16:37:03.238678	M009	OFF
2011-07-09 16:37:03.277069	M001	ON
2011-07-09 16:37:03.578802	M008	OFF
2011-07-09 16:37:04.226325	M001	OFF
2011-07-09 16:37:04.916708	M007	OFF
2011-07-09 16:37:09.616045	M007	ON
2011-07-09 16:37:12.415566	M007	OFF
2011-07-09 16:37:22.20878	M001	ON
2011-07-09 16:37:24.263141	M001	OFF
2011-07-09 16:37:24.617605	M007	ON
2011-07-09 16:37:26.622696	M008	ON
2011-07-09 16:37:26.759971	M001	ON
2011-07-09 16:37:26.909419	M009	ON
2011-07-09 16:37:27.809628	M001	OFF
2011-07-09 16:37:28.094669	M015	ON
2011-07-09 16:37:28.416418	M007	OFF
2011-07-09 16:37:28.673504	M016	ON
2011-07-09 16:37:28.969143	M009	OFF
2011-07-09 16:37:29.147683	M017	ON
2011-07-09 16:37:29.325117	M008	OFF
2011-07-09 16:37:29.799576	M016	OFF
2011-07-09 16:37:30.163773	M015	OFF
2011-07-09 16:37:30.734957	M018	ON
2011-07-09 16:37:30.741796	SS010	STILL
2011-07-09 16:37:31.418554	M051	ON
2011-07-09 16:37:31.782423	M017	OFF
2011-07-09 16:37:32.274933	D011	OPEN
2011-07-09 16:37:32.994188	M018	OFF
2011-07-09 16:37:35.621602	SS010	MOVED
2011-07-09 16:37:35.628771	M018	ON				4-start
2011-07-09 16:37:35.971457	SS009	MOVED				4.1
2011-07-09 16:37:36.3866	D011	CLOSE
2011-07-09 16:37:36.951573	SS010	STILL
2011-07-09 16:37:37.297924	M018	OFF
2011-07-09 16:37:38.421969	M018	ON
2011-07-09 16:37:39.554472	M018	OFF
2011-07-09 16:37:39.830914	M051	OFF
2011-07-09 16:37:39.978608	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/41.wav</do>
2011-07-09 16:37:40.423075	M051	ON
2011-07-09 16:37:40.851476	SS010	MOVED
2011-07-09 16:37:42.474138	M051	OFF
2011-07-09 16:37:43.215819	M051	ON
2011-07-09 16:37:43.668007	T106	25
2011-07-09 16:37:45.929526	M018	ON				4.2
2011-07-09 16:37:47.524057	M051	OFF
2011-07-09 16:37:48.040217	SS010	STILL
2011-07-09 16:37:48.41285	M018	OFF
2011-07-09 16:37:50.102721	SS011	MOVED
2011-07-09 16:37:51.364765	M018	ON				4.3
2011-07-09 16:37:52.061522	SS011	STILL
2011-07-09 16:37:52.413127	M051	ON
2011-07-09 16:37:53.786584	M018	OFF
2011-07-09 16:37:54.83762	M051	OFF
2011-07-09 16:37:55.405578	M051	ON
2011-07-09 16:37:56.831439	SS010	MOVED
2011-07-09 16:37:57.932139	M018	ON
2011-07-09 16:37:58.500372	SS010	STILL
2011-07-09 16:37:59.185771	M017	ON
2011-07-09 16:37:59.359658	M051	OFF
2011-07-09 16:38:00.43759	M018	OFF
2011-07-09 16:38:00.944939	M016	ON
2011-07-09 16:38:01.339981	M015	ON
2011-07-09 16:38:01.722802	M014	ON				4.4
2011-07-09 16:38:01.836636	M017	OFF
2011-07-09 16:38:02.601235	M016	OFF
2011-07-09 16:38:02.840571	M013	ON				4.4
2011-07-09 16:38:02.961105	M015	OFF
2011-07-09 16:38:03.808758	M014	OFF
2011-07-09 16:38:04.009002	M012	ON				4.4
2011-07-09 16:38:04.757478	M011	ON				4.4
2011-07-09 16:38:04.893139	M013	OFF
2011-07-09 16:38:05.331442	SS010	MOVED
2011-07-09 16:38:06.41377	M012	OFF
2011-07-09 16:38:07.397327	M011	OFF
2011-07-09 16:38:08.20554	M011	ON
2011-07-09 16:38:09.540287	M012	ON
2011-07-09 16:38:09.82128	M011	OFF
2011-07-09 16:38:09.956458	M013	ON
2011-07-09 16:38:10.644053	M012	OFF
2011-07-09 16:38:10.933049	M014	ON
2011-07-09 16:38:11.997254	M015	ON
2011-07-09 16:38:12.088674	M013	OFF
2011-07-09 16:38:12.170732	M016	ON
2011-07-09 16:38:12.831627	M014	OFF
2011-07-09 16:38:13.100776	M015	OFF
2011-07-09 16:38:13.80409	M017	ON				4.5
2011-07-09 16:38:14.60538	M016	OFF
2011-07-09 16:38:14.741434	SS010	STILL
2011-07-09 16:38:15.484727	M017	OFF
2011-07-09 16:38:16.584303	M017	ON
2011-07-09 16:38:16.869028	M018	ON				4.6
2011-07-09 16:38:17.717147	M017	OFF
2011-07-09 16:38:18.163085	M051	ON
2011-07-09 16:38:18.528443	D011	OPEN
2011-07-09 16:38:19.30474	M018	OFF
2011-07-09 16:38:20.601442	SS010	MOVED
2011-07-09 16:38:21.740621	M018	ON				4-end
2011-07-09 16:38:22.763685	D011	CLOSE
2011-07-09 16:38:22.857719	M018	OFF
2011-07-09 16:38:23.996075	M018	ON
2011-07-09 16:38:25.771462	SS009	STILL
2011-07-09 16:38:26.024378	M017	ON
2011-07-09 16:38:26.322944	M051	OFF
2011-07-09 16:38:26.602442	M018	OFF
2011-07-09 16:38:27.543948	M015	ON
2011-07-09 16:38:27.728306	M016	ON
2011-07-09 16:38:28.024601	M017	OFF
2011-07-09 16:38:28.85553	M008	ON
2011-07-09 16:38:28.95145	SS010	MOVED
2011-07-09 16:38:28.978615	M009	ON
2011-07-09 16:38:29.41317	M016	OFF
2011-07-09 16:38:29.97222	M015	OFF
2011-07-09 16:38:30.409354	M007	ON
2011-07-09 16:38:30.896876	M008	OFF
2011-07-09 16:38:31.402733	M009	OFF
2011-07-09 16:38:31.560211	M007	OFF
2011-07-09 16:38:37.162982	M007	ON
2011-07-09 16:38:39.805241	M007	OFF
2011-07-09 16:38:42.044197	M007	ON
2011-07-09 16:38:43.971675	M007	OFF
2011-07-09 16:38:45.611733	M007	ON
2011-07-09 16:38:46.491582	M008	ON
2011-07-09 16:38:47.903233	M009	ON
2011-07-09 16:38:49.321157	M015	ON
2011-07-09 16:38:49.420421	M007	OFF
2011-07-09 16:38:49.500777	M016	ON
2011-07-09 16:38:49.805636	M009	OFF
2011-07-09 16:38:50.227875	M008	OFF
2011-07-09 16:38:50.640243	M016	OFF
2011-07-09 16:38:50.899235	M017	ON
2011-07-09 16:38:51.335326	M015	OFF
2011-07-09 16:38:51.821443	SS010	STILL
2011-07-09 16:38:52.090437	M018	ON
2011-07-09 16:38:52.765637	M051	ON
2011-07-09 16:38:52.95691	M017	OFF
2011-07-09 16:38:53.238716	D011	OPEN
2011-07-09 16:38:54.592396	M018	OFF
2011-07-09 16:38:56.60734	M018	ON
2011-07-09 16:38:56.661498	SS009	MOVED
2011-07-09 16:38:56.97136	D011	CLOSE
2011-07-09 16:38:59.526359	M051	OFF
2011-07-09 16:39:00.400778	M018	OFF
2011-07-09 16:39:01.381515	SS011	MOVED
2011-07-09 16:39:02.153452	M017	ON
2011-07-09 16:39:03.722081	M016	ON
2011-07-09 16:39:04.286317	M015	ON
2011-07-09 16:39:05.1118	M014	ON
2011-07-09 16:39:05.286221	SS011	STILL
2011-07-09 16:39:05.340934	M017	OFF
2011-07-09 16:39:05.530089	T105	25
2011-07-09 16:39:05.620265	M015	OFF
2011-07-09 16:39:05.962263	M016	OFF
2011-07-09 16:39:06.312701	M013	ON
2011-07-09 16:39:07.29684	M012	ON
2011-07-09 16:39:07.441427	SS010	MOVED
2011-07-09 16:39:07.735324	M014	OFF
2011-07-09 16:39:08.715117	M011	ON
2011-07-09 16:39:08.851967	M013	OFF
2011-07-09 16:39:09.54538	M012	OFF
2011-07-09 16:39:11.044424	M012	ON
2011-07-09 16:39:12.202945	M013	ON
2011-07-09 16:39:12.641421	M011	OFF
2011-07-09 16:39:13.352751	M014	ON
2011-07-09 16:39:13.859575	M012	OFF
2011-07-09 16:39:14.358605	M013	OFF
2011-07-09 16:39:14.448193	M015	ON
2011-07-09 16:39:14.794196	M016	ON
2011-07-09 16:39:15.044635	M014	OFF
2011-07-09 16:39:15.533642	M017	ON
2011-07-09 16:39:15.576068	M015	OFF
2011-07-09 16:39:15.972125	M016	OFF
2011-07-09 16:39:16.87243	M018	ON				4-start
2011-07-09 16:39:17.513228	M051	ON
2011-07-09 16:39:17.892939	M017	OFF
2011-07-09 16:39:18.377796	D011	OPEN
2011-07-09 16:39:19.107356	M018	OFF
2011-07-09 16:39:20.211436	SS009	STILL
2011-07-09 16:39:20.291452	SS009	MOVED				4.1
2011-07-09 16:39:20.641016	M018	ON
2011-07-09 16:39:21.11761	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/42.wav</do>
2011-07-09 16:39:21.744207	M018	OFF
2011-07-09 16:39:21.83573	M051	OFF
2011-07-09 16:39:22.456634	M051	ON
2011-07-09 16:39:25.903618	D011	CLOSE
2011-07-09 16:39:26.551454	SS002	MOVED
2011-07-09 16:39:29.48147	SS002	STILL
2011-07-09 16:39:32.415087	M018	ON				4.2
2011-07-09 16:39:33.654483	M017	ON
2011-07-09 16:39:34.022097	M051	OFF
2011-07-09 16:39:34.784238	M017	OFF
2011-07-09 16:39:34.857621	M018	OFF
2011-07-09 16:39:35.983024	M018	ON				4.3
2011-07-09 16:39:37.012915	M051	ON
2011-07-09 16:39:37.623389	D011	OPEN
2011-07-09 16:39:38.035349	M018	OFF
2011-07-09 16:39:39.160672	M018	ON
2011-07-09 16:39:40.299234	M018	OFF
2011-07-09 16:39:40.402473	M051	OFF
2011-07-09 16:39:40.965446	M051	ON
2011-07-09 16:39:42.403795	D011	CLOSE
2011-07-09 16:39:44.221292	M018	ON
2011-07-09 16:39:45.149019	M017	ON
2011-07-09 16:39:45.188551	M051	OFF
2011-07-09 16:39:46.096952	M018	OFF
2011-07-09 16:39:46.103745	SS010	STILL
2011-07-09 16:39:46.47699	M016	ON
2011-07-09 16:39:46.8406	M015	ON
2011-07-09 16:39:47.360732	M017	OFF
2011-07-09 16:39:47.721495	SS009	STILL
2011-07-09 16:39:47.983039	M008	ON				4.4
2011-07-09 16:39:48.08985	M009	ON
2011-07-09 16:39:48.526467	M015	OFF				4.5
2011-07-09 16:39:48.779392	M016	OFF				4.6,4-end
2011-07-09 16:39:49.031239	SS010	MOVED
2011-07-09 16:39:49.165296	M007	ON
2011-07-09 16:39:50.691698	M009	OFF
2011-07-09 16:39:50.998428	M008	OFF
2011-07-09 16:39:51.392618	M007	OFF
2011-07-09 16:39:54.950446	M007	ON
2011-07-09 16:39:55.550858	M007	OFF
2011-07-09 16:39:56.846289	M007	ON
2011-07-09 16:39:57.984747	M007	OFF
2011-07-09 16:39:58.733296	M007	ON
2011-07-09 16:40:00.41036	M007	OFF
2011-07-09 16:40:01.310392	M007	ON
2011-07-09 16:40:03.055831	M007	OFF
2011-07-09 16:40:04.742766	M007	ON
2011-07-09 16:40:05.860267	M007	OFF
2011-07-09 16:40:10.559284	M007	ON
2011-07-09 16:40:12.293174	M007	OFF
2011-07-09 16:40:13.19006	M007	ON
2011-07-09 16:40:14.856636	M007	OFF
2011-07-09 16:40:20.662071	M007	ON
2011-07-09 16:40:21.76473	M007	OFF
2011-07-09 16:40:22.366678	M007	ON
2011-07-09 16:40:22.660961	M008	ON
2011-07-09 16:40:23.145989	M009	ON
2011-07-09 16:40:23.483925	M007	OFF
2011-07-09 16:40:24.502113	M015	ON
2011-07-09 16:40:24.714931	M016	ON
2011-07-09 16:40:25.043606	M009	OFF
2011-07-09 16:40:25.122534	M008	OFF
2011-07-09 16:40:25.782553	M017	ON
2011-07-09 16:40:26.596305	M015	OFF
2011-07-09 16:40:26.982914	M016	OFF
2011-07-09 16:40:27.344095	M018	ON				4-start
2011-07-09 16:40:27.361476	SS010	STILL
2011-07-09 16:40:27.624064	M051	ON
2011-07-09 16:40:28.201773	M017	OFF
2011-07-09 16:40:28.483911	D011	OPEN
2011-07-09 16:40:29.412163	M018	OFF
2011-07-09 16:40:31.201375	SS009	MOVED				4.1
2011-07-09 16:40:31.27015	SS010	MOVED
2011-07-09 16:40:31.658354	M018	ON				
2011-07-09 16:40:31.977931	D011	CLOSE
2011-07-09 16:40:32.511532	SS010	STILL
2011-07-09 16:40:33.67662	M017	ON
2011-07-09 16:40:34.409336	M051	OFF
2011-07-09 16:40:34.871608	M018	OFF
2011-07-09 16:40:35.455466	M015	ON
2011-07-09 16:40:35.485944	M016	ON
2011-07-09 16:40:36.093054	M017	OFF
2011-07-09 16:40:36.42354	M014	ON
2011-07-09 16:40:36.800983	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/41.wav</do>
2011-07-09 16:40:37.101234	M016	OFF				4.2
2011-07-09 16:40:37.459535	M015	OFF
2011-07-09 16:40:37.715351	M013	ON				4.4
2011-07-09 16:40:38.361444	SS010	MOVED
2011-07-09 16:40:38.78327	M012	ON				4.4
2011-07-09 16:40:39.414411	M014	OFF
2011-07-09 16:40:39.964239	M013	OFF
2011-07-09 16:40:40.918563	M013	ON
2011-07-09 16:40:42.00508	M013	OFF
2011-07-09 16:40:42.160669	M012	OFF
2011-07-09 16:40:42.772839	M013	ON
2011-07-09 16:40:42.972189	M014	ON
2011-07-09 16:40:43.267069	M015	ON
2011-07-09 16:40:43.653871	M016	ON
2011-07-09 16:40:43.923015	M013	OFF
2011-07-09 16:40:44.104958	M014	OFF
2011-07-09 16:40:44.706012	M017	ON
2011-07-09 16:40:45.833146	M015	OFF
2011-07-09 16:40:45.863821	M016	OFF
2011-07-09 16:40:45.95145	SS010	STILL
2011-07-09 16:40:46.961772	M017	OFF
2011-07-09 16:40:51.077174	M017	ON
2011-07-09 16:40:52.722722	M015	ON
2011-07-09 16:40:52.760405	M016	ON
2011-07-09 16:40:53.497684	M017	OFF
2011-07-09 16:40:54.028272	M014	ON
2011-07-09 16:40:54.344828	M015	OFF
2011-07-09 16:40:54.535623	M016	OFF
2011-07-09 16:40:55.154454	M013	ON
2011-07-09 16:40:55.710143	M012	ON
2011-07-09 16:40:55.727223	SS010	MOVED
2011-07-09 16:40:56.370201	M013	OFF
2011-07-09 16:40:56.415252	M014	OFF
2011-07-09 16:40:56.512893	M011	ON
2011-07-09 16:40:58.089311	M012	OFF
2011-07-09 16:40:59.224106	M012	ON
2011-07-09 16:41:00.41056	M013	ON
2011-07-09 16:41:00.617923	M011	OFF
2011-07-09 16:41:01.556886	M012	OFF
2011-07-09 16:41:01.604496	M014	ON
2011-07-09 16:41:02.778573	M016	ON
2011-07-09 16:41:02.955305	M015	ON
2011-07-09 16:41:03.055778	M013	OFF
2011-07-09 16:41:03.392161	M014	OFF
2011-07-09 16:41:04.095505	M017	ON
2011-07-09 16:41:04.148032	M015	OFF
2011-07-09 16:41:05.387761	M016	OFF
2011-07-09 16:41:06.041338	M017	OFF
2011-07-09 16:41:07.004983	M017	ON
2011-07-09 16:41:07.11973	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/42.wav</do>
2011-07-09 16:41:07.130488	M018	ON				4.3
2011-07-09 16:41:08.134475	M017	OFF
2011-07-09 16:41:08.498447	M051	ON
2011-07-09 16:41:09.733241	M018	OFF
2011-07-09 16:41:11.230177	M018	ON
2011-07-09 16:41:12.717273	M051	OFF
2011-07-09 16:41:12.759278	M017	ON				4.5
2011-07-09 16:41:13.756962	M017	OFF
2011-07-09 16:41:14.236238	M018	OFF
2011-07-09 16:41:16.478983	M018	ON				4.6
2011-07-09 16:41:16.5499	M051	ON
2011-07-09 16:41:17.601583	M018	OFF
2011-07-09 16:41:20.942736	SS010	MOVED
2011-07-09 16:41:21.352205	M018	ON				4-end
2011-07-09 16:41:22.181474	SS010	STILL
2011-07-09 16:41:23.129508	M017	ON			5-1-start,5.1
2011-07-09 16:41:23.299453	M051	OFF
2011-07-09 16:41:24.173912	M018	OFF
2011-07-09 16:41:24.263818	M017	OFF
2011-07-09 16:41:25.655029	M018	ON				5.2
2011-07-09 16:41:27.056501	M051	ON
2011-07-09 16:41:27.532686	D011	OPEN
2011-07-09 16:41:28.503797	M018	OFF
2011-07-09 16:41:30.725469	M018	ON
2011-07-09 16:41:30.971429	SS010	MOVED				5.3
2011-07-09 16:41:31.585346	D011	CLOSE
2011-07-09 16:41:32.551577	SS010	STILL
2011-07-09 16:41:33.99643	M051	OFF
2011-07-09 16:41:34.100806	M017	ON				5.4
2011-07-09 16:41:35.032832	M018	OFF
2011-07-09 16:41:35.342735	SS009	STILL
2011-07-09 16:41:35.39223	M016	ON				5.5
2011-07-09 16:41:35.776273	M015	ON
2011-07-09 16:41:36.446596	M017	OFF				5.6
2011-07-09 16:41:36.913458	M008	ON
2011-07-09 16:41:37.554823	M007	ON
2011-07-09 16:41:37.613381	M009	ON
2011-07-09 16:41:37.829918	M016	OFF				5-1-end
2011-07-09 16:41:38.377949	M015	OFF
2011-07-09 16:41:38.401514	SS010	MOVED
2011-07-09 16:41:38.870914	M001	ON
2011-07-09 16:41:39.839749	M009	OFF
2011-07-09 16:41:39.913389	M008	OFF
2011-07-09 16:41:40.027903	M001	OFF
2011-07-09 16:41:40.714809	M007	OFF
2011-07-09 16:41:47.46972	M007	ON
2011-07-09 16:41:50.650849	M007	OFF
2011-07-09 16:42:00.966118	M007	ON
2011-07-09 16:42:05.154372	M007	OFF
2011-07-09 16:42:15.208344	M007	ON
2011-07-09 16:42:18.220845	M007	OFF
2011-07-09 16:42:27.378378	M008	ON
2011-07-09 16:42:27.42597	M007	ON
2011-07-09 16:42:28.477378	M008	OFF
2011-07-09 16:42:31.339326	M007	OFF
2011-07-09 16:42:37.515106	M007	ON
2011-07-09 16:42:38.661659	M007	OFF
2011-07-09 16:42:52.904315	M007	ON
2011-07-09 16:42:53.161443	M009	ON
2011-07-09 16:42:53.26284	M008	ON
2011-07-09 16:42:57.897216	M008	OFF
2011-07-09 16:42:57.999366	M009	OFF
2011-07-09 16:42:58.477266	M008	ON
2011-07-09 16:42:58.942382	M009	ON
2011-07-09 16:43:01.184865	M009	OFF
2011-07-09 16:43:01.345211	M015	ON
2011-07-09 16:43:01.383935	M016	ON
2011-07-09 16:43:01.415409	M007	OFF
2011-07-09 16:43:02.017885	M008	OFF
2011-07-09 16:43:02.358714	M017	ON
2011-07-09 16:43:02.946293	M015	OFF
2011-07-09 16:43:03.251437	SS010	STILL
2011-07-09 16:43:03.48641	M016	OFF
2011-07-09 16:43:05.021561	M017	OFF
2011-07-09 16:43:06.182795	SS010	MOVED
2011-07-09 16:43:08.611574	SS010	STILL
2011-07-09 16:43:12.5215	SS010	MOVED
2011-07-09 16:43:21.436013	M017	ON
2011-07-09 16:43:22.76128	SS010	STILL
2011-07-09 16:43:24.194768	M017	OFF
2011-07-09 16:43:25.681425	SS010	MOVED
2011-07-09 16:43:28.796123	M016	ON
2011-07-09 16:43:29.399729	M015	ON
2011-07-09 16:43:30.825163	M009	ON
2011-07-09 16:43:31.069446	M016	OFF
2011-07-09 16:43:31.664502	M008	ON
2011-07-09 16:43:31.813387	M015	OFF
2011-07-09 16:43:32.454454	M007	ON
2011-07-09 16:43:32.860443	M001	ON
2011-07-09 16:43:33.611408	M009	OFF
2011-07-09 16:43:33.779449	M008	OFF
2011-07-09 16:43:33.992045	M001	OFF
2011-07-09 16:43:34.698713	M007	OFF
2011-07-09 16:43:45.011405	M007	ON
2011-07-09 16:43:46.142212	M007	OFF
2011-07-09 16:43:46.900394	M007	ON
2011-07-09 16:43:49.535994	M001	ON
2011-07-09 16:43:50.503294	M007	OFF
2011-07-09 16:43:50.681657	M001	OFF
2011-07-09 16:44:00.21009	M007	ON
2011-07-09 16:44:00.643097	M002	ON
2011-07-09 16:44:01.378284	M007	OFF
2011-07-09 16:44:01.721721	M002	OFF
2011-07-09 16:44:01.960214	M007	ON
2011-07-09 16:44:02.027994	M001	ON
2011-07-09 16:44:02.13141	M009	ON
2011-07-09 16:44:02.254667	M008	ON
2011-07-09 16:44:03.063529	M007	OFF
2011-07-09 16:44:03.098299	M001	OFF
2011-07-09 16:44:03.302711	M015	ON
2011-07-09 16:44:03.509166	M016	ON
2011-07-09 16:44:03.899723	M009	OFF
2011-07-09 16:44:04.092018	M008	OFF
2011-07-09 16:44:04.77954	M017	ON				5-start,5.1
2011-07-09 16:44:05.211428	M015	OFF
2011-07-09 16:44:05.681465	SS010	STILL
2011-07-09 16:44:05.733692	M016	OFF
2011-07-09 16:44:07.373024	M017	OFF				5.2
2011-07-09 16:44:08.60146	SS010	MOVED
2011-07-09 16:44:11.73153	SS011	MOVED
2011-07-09 16:44:12.966793	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/51.wav</do>
2011-07-09 16:44:16.221517	SS010	STILL
2011-07-09 16:44:31.568314	M017	ON				5.3
2011-07-09 16:44:33.429348	M017	OFF
2011-07-09 16:44:34.781477	SS010	MOVED
2011-07-09 16:44:36.151466	SS011	STILL
2011-07-09 16:44:37.55467	M017	ON				5.4
2011-07-09 16:44:37.888234	M016	ON				5.5
2011-07-09 16:44:38.602211	M015	ON
2011-07-09 16:44:38.674119	M017	OFF				5.6,5-end
2011-07-09 16:44:39.885417	M008	ON
2011-07-09 16:44:40.43819	M009	ON
2011-07-09 16:44:40.594658	M016	OFF
2011-07-09 16:44:40.899087	M007	ON
2011-07-09 16:44:40.993389	M015	OFF
2011-07-09 16:44:41.271215	M001	ON
2011-07-09 16:44:42.354247	M008	OFF
2011-07-09 16:44:42.431443	M001	OFF
2011-07-09 16:44:42.54298	M009	OFF
2011-07-09 16:44:43.128156	M007	OFF
2011-07-09 16:44:46.63153	M007	ON
2011-07-09 16:44:47.636465	M007	OFF
2011-07-09 16:45:02.415762	M007	ON
2011-07-09 16:45:03.525114	M008	ON
2011-07-09 16:45:03.792635	M009	ON
2011-07-09 16:45:04.790464	M015	ON
2011-07-09 16:45:05.190693	M016	ON
2011-07-09 16:45:05.64117	M007	OFF
2011-07-09 16:45:06.230909	M009	OFF
2011-07-09 16:45:06.329736	M008	OFF
2011-07-09 16:45:06.602054	M017	ON				5-start,5.1
2011-07-09 16:45:06.955463	M015	OFF
2011-07-09 16:45:07.42716	M016	OFF
2011-07-09 16:45:07.771516	SS010	STILL
2011-07-09 16:45:08.761495	SS011	MOVED
2011-07-09 16:45:09.431044	M017	OFF				5.2
2011-07-09 16:45:11.691447	SS011	STILL
2011-07-09 16:45:12.021546	SS011	MOVED
2011-07-09 16:45:15.5815	SS010	MOVED				5.3
2011-07-09 16:45:16.911422	SS011	STILL
2011-07-09 16:45:17.042859	SS010	STILL
2011-07-09 16:45:19.540861	M017	ON				5.4
2011-07-09 16:45:22.10176	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/52.wav</do>
2011-07-09 16:45:22.174787	M017	OFF
2011-07-09 16:45:26.833577	M017	ON				5.5
2011-07-09 16:45:27.326263	M016	ON
2011-07-09 16:45:28.438247	BATV016	8900
2011-07-09 16:45:28.450489	M016	OFF
2011-07-09 16:45:30.952307	M016	ON				5.6,5-end
2011-07-09 16:45:31.07639	M015	ON
2011-07-09 16:45:31.729274	M017	OFF
2011-07-09 16:45:32.595842	M008	ON
2011-07-09 16:45:32.66108	SS010	MOVED
2011-07-09 16:45:32.863788	M009	ON
2011-07-09 16:45:33.161438	M016	OFF
2011-07-09 16:45:33.235207	M007	ON
2011-07-09 16:45:33.667348	M015	OFF
2011-07-09 16:45:34.163564	M001	ON
2011-07-09 16:45:34.555304	M009	OFF
2011-07-09 16:45:34.846125	M008	OFF
2011-07-09 16:45:35.265355	M001	OFF
2011-07-09 16:45:35.627241	M007	OFF
2011-07-09 16:45:38.693372	M007	ON
2011-07-09 16:45:40.886189	M007	OFF
2011-07-09 16:45:51.759842	M007	ON
2011-07-09 16:45:53.484411	M002	ON
2011-07-09 16:45:54.564515	M002	OFF
2011-07-09 16:45:55.001287	M009	ON
2011-07-09 16:45:55.151815	M001	ON
2011-07-09 16:45:55.265253	M008	ON
