2011-04-05 15:15:25.731786	T001	19.5
2011-04-05 16:12:09.252674	A003	0.189378		
2011-04-05 16:12:11.683192	A002	0.454421
2011-04-05 16:12:14.169894	A002	0.218011
2011-04-05 16:12:14.186524	A003	0.0873451
2011-04-05 16:12:14.973258	M016	ON				5.6
2011-04-05 16:12:15.537286	M015	ON				5-end
2011-04-05 16:12:16.199872	SS011	STILL
2011-04-05 16:12:16.29155	M008	ON
2011-04-05 16:12:16.656082	A002	0.0400006
2011-04-05 16:12:16.679684	A003	0.0305083
2011-04-05 16:12:17.120769	M007	ON
2011-04-05 16:12:17.684327	M016	OFF
2011-04-05 16:12:18.054294	E002	START_INSTRUCT
2011-04-05 16:12:18.585041	E002	STOP_INSTRUCT
2011-04-05 16:12:18.9596	SS010	MOVED
2011-04-05 16:12:19.119923	M002	ON
2011-04-05 16:12:19.139022	M015	OFF
2011-04-05 16:12:19.969144	M017	OFF
2011-04-05 16:12:21.407667	M008	OFF
2011-04-05 16:12:21.626853	A003	0.0695714
2011-04-05 16:12:22.041064	M007	OFF
2011-04-05 16:12:24.101676	A003	0.0294536
2011-04-05 16:12:24.633091	M002	OFF
2011-04-05 16:12:27.337903	M002	ON
2011-04-05 16:12:29.031404	A001	2.85504
2011-04-05 16:12:31.500342	A001	2.82668
2011-04-05 16:12:35.119347	M002	OFF
2011-04-05 16:12:37.439187	M002	ON
2011-04-05 16:12:38.884488	M007	ON
2011-04-05 16:12:38.942112	E002	START_INSTRUCT
2011-04-05 16:12:39.816821	M008	ON
2011-04-05 16:12:39.831973	M009	ON
2011-04-05 16:12:39.84564	E002	STOP_INSTRUCT
2011-04-05 16:12:40.430999	M015	ON
2011-04-05 16:12:40.809763	M016	ON				5-start,5.1
2011-04-05 16:12:41.477034	A001	2.85497
2011-04-05 16:12:42.002719	M017	ON
2011-04-05 16:12:42.021083	M009	OFF
2011-04-05 16:12:42.417604	M008	OFF
2011-04-05 16:12:43.015527	M007	OFF
2011-04-05 16:12:43.030354	SS010	STILL
2011-04-05 16:12:43.409972	M016	OFF
2011-04-05 16:12:43.791615	M002	OFF
2011-04-05 16:12:43.976122	A001	2.83465
2011-04-05 16:12:44.649538	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/51.wav</do>
2011-04-05 16:12:44.692781	M015	OFF
2011-04-05 16:12:45.025628	M017	OFF
2011-04-05 16:12:45.070213	SS011	MOVED
2011-04-05 16:12:45.945807	SS010	MOVED				5.3
2011-04-05 16:12:51.388255	A002	0.354224			5.2
2011-04-05 16:12:51.41248	A003	0.114572
2011-04-05 16:12:51.905133	SS011	STILL
2011-04-05 16:12:53.882724	A002	0.400748
2011-04-05 16:12:53.921987	A003	0.151682
2011-04-05 16:12:55.252748	M017	ON				5.4
2011-04-05 16:12:56.34915	A002	0.465554
2011-04-05 16:12:57.378309	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/52.wav</do>
2011-04-05 16:12:58.913251	M017	OFF
2011-04-05 16:13:00.933932	M017	ON
2011-04-05 16:13:03.756479	A002	0.13633			5.5
2011-04-05 16:13:03.793256	A003	0.059454
2011-04-05 16:13:06.238123	A002	0.0367193
2011-04-05 16:13:06.267104	A003	0.0330864			5.6,5-end
2011-04-05 16:13:06.293363	SS010	MOVED
2011-04-05 16:13:07.352552	M008	ON
2011-04-05 16:13:07.382808	M007	ON
2011-04-05 16:13:07.407772	M015	ON
2011-04-05 16:13:08.177876	M017	OFF
2011-04-05 16:13:08.192188	M002	ON
2011-04-05 16:13:08.772507	M015	OFF
2011-04-05 16:13:10.624777	M008	OFF
2011-04-05 16:13:10.996444	M007	OFF
2011-04-05 16:13:12.749435	P001	5418
2011-04-05 16:13:17.202766	M002	OFF
2011-04-05 16:13:19.507816	M002	ON
2011-04-05 16:13:42.764351	P001	5408
2011-04-05 16:13:48.766113	P001	5420
2011-04-05 16:13:50.361478	M002	OFF
2011-04-05 16:14:00.653368	M002	ON
2011-04-05 16:14:02.96901	E002	START_INSTRUCT
2011-04-05 16:14:03.345796	M007	ON
2011-04-05 16:14:04.108932	M008	ON
2011-04-05 16:14:04.123942	E002	STOP_INSTRUCT
2011-04-05 16:14:04.477721	M009	ON
2011-04-05 16:14:05.10169	M015	ON
2011-04-05 16:14:05.73262	M016	ON
2011-04-05 16:14:06.503241	M009	OFF
2011-04-05 16:14:06.878089	M017	ON			6-1-start,6.1
2011-04-05 16:14:07.252512	M008	OFF
2011-04-05 16:14:07.649608	M007	OFF
2011-04-05 16:14:08.243398	M002	OFF
2011-04-05 16:14:10.542803	A001	2.85567
2011-04-05 16:14:10.57529	A002	0.37649			6.2
2011-04-05 16:14:11.070372	M017	OFF
2011-04-05 16:14:11.096716	M016	OFF
2011-04-05 16:14:11.122056	M015	OFF
2011-04-05 16:14:11.193424	SS002	MOVED
2011-04-05 16:14:11.46436	SS011	MOVED				6.3
2011-04-05 16:14:13.022883	A002	0.417663
2011-04-05 16:14:13.040677	A003	0.103556
2011-04-05 16:14:15.515699	A002	0.454382
2011-04-05 16:14:15.530089	A003	0.0578915
2011-04-05 16:14:16.778819	P001	5410
2011-04-05 16:14:17.970313	A001	2.8259
2011-04-05 16:14:17.994097	A002	0.474734
2011-04-05 16:14:18.007852	A003	0.0814856
2011-04-05 16:14:20.264824	SS011	STILL
2011-04-05 16:14:20.458756	A002	0.426335
2011-04-05 16:14:20.486013	A003	0.106252
2011-04-05 16:14:22.804668	P001	5423
2011-04-05 16:14:22.940201	A001	2.85489
2011-04-05 16:14:22.967685	A002	0.499539
2011-04-05 16:14:22.988302	A003	0.0594931
2011-04-05 16:14:24.877471	M017	ON				6.4
2011-04-05 16:14:25.402883	A001	2.83012
2011-04-05 16:14:25.426077	A002	0.25184			6.5
2011-04-05 16:14:25.460902	A003	0.0300005
2011-04-05 16:14:26.768312	SS002	STILL
2011-04-05 16:14:27.876266	A002	0.0455085			6.6
2011-04-05 16:14:30.358797	A001	2.86754
2011-04-05 16:14:32.830344	A001	2.84481
2011-04-05 16:14:33.273228	M018	ON				6.7
2011-04-05 16:14:34.802595	P001	5411	
2011-04-05 16:14:35.297979	A001	2.81848
2011-04-05 16:14:36.474386	M017	OFF				6.8
2011-04-05 16:14:37.33011	M018	OFF
2011-04-05 16:14:38.116453	M018	ON
2011-04-05 16:14:39.178487	M017	ON				6-1-end
2011-04-05 16:14:40.799044	P001	5398
2011-04-05 16:14:42.762801	A001	2.83989
2011-04-05 16:14:44.204054	M018	OFF
2011-04-05 16:14:44.595299	M017	OFF
2011-04-05 16:14:45.201087	M016	ON
2011-04-05 16:14:45.813576	M015	ON
2011-04-05 16:14:46.798145	P001	5411
2011-04-05 16:14:47.136025	M008	ON
2011-04-05 16:14:47.749423	M007	ON
2011-04-05 16:14:48.959519	E002	START_INSTRUCT
2011-04-05 16:14:49.495384	M016	OFF
2011-04-05 16:14:49.538864	M002	ON
2011-04-05 16:14:50.211658	M015	OFF
2011-04-05 16:14:50.226021	E002	STOP_INSTRUCT
2011-04-05 16:14:51.990657	M008	OFF
2011-04-05 16:14:52.807212	M007	OFF
2011-04-05 16:14:54.917673	M002	OFF
2011-04-05 16:15:00.819864	P001	930
2011-04-05 16:15:04.129349	M002	ON
2011-04-05 16:15:05.912056	M007	ON
2011-04-05 16:15:06.54145	M008	ON
2011-04-05 16:15:06.92463	M009	ON
2011-04-05 16:15:07.44382	A002	0.0226957
2011-04-05 16:15:07.681205	M016	ON
2011-04-05 16:15:07.703036	M015	ON
2011-04-05 16:15:08.890673	M009	OFF
2011-04-05 16:15:09.251497	M017	ON				6-start,6.1
2011-04-05 16:15:09.62657	M008	OFF
2011-04-05 16:15:10.006073	M007	OFF
2011-04-05 16:15:10.619046	M016	OFF
2011-04-05 16:15:11.219865	M002	OFF
2011-04-05 16:15:11.832907	M015	OFF
2011-04-05 16:15:12.379021	A002	0.0901967			6.2
2011-04-05 16:15:12.402237	A003	0.154338
2011-04-05 16:15:12.460766	M017	OFF
2011-04-05 16:15:12.612568	SS010	STILL
2011-04-05 16:15:14.842945	A002	0.320005
2011-04-05 16:15:14.861826	A003	0.274496
2011-04-05 16:15:17.32573	A002	0.156565
2011-04-05 16:15:17.357556	A003	0.130119
2011-04-05 16:15:17.859536	M017	ON
2011-04-05 16:15:19.401153	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/61.wav</do>
2011-04-05 16:15:19.817467	A002	0.0343365
2011-04-05 16:15:19.880294	A003	0.0267973
2011-04-05 16:15:21.389955	SS010	MOVED
2011-04-05 16:15:25.123452	SS011	MOVED				6.3
2011-04-05 16:15:26.478183	M017	OFF				6.4
2011-04-05 16:15:27.742537	SS010	STILL
2011-04-05 16:15:30.984332	SS011	STILL
2011-04-05 16:15:32.152841	A002	0.0568759			6.5
2011-04-05 16:15:34.58275	SS010	MOVED
2011-04-05 16:15:34.649192	A002	0.0330083			
2011-04-05 16:15:34.90111	M017	ON				6.6
2011-04-05 16:15:38.248916	SS010	STILL
2011-04-05 16:15:40.864514	M018	ON
2011-04-05 16:15:44.286876	M017	OFF
2011-04-05 16:15:45.076992	SS010	MOVED
2011-04-05 16:15:46.871285	M018	OFF
2011-04-05 16:15:47.388752	M018	ON
2011-04-05 16:15:48.22988	M017	ON				6.7
2011-04-05 16:15:49.786079	SS010	STILL
2011-04-05 16:15:53.681114	M018	OFF
2011-04-05 16:15:54.183628	M017	OFF				6.8
2011-04-05 16:15:54.68146	SS010	MOVED
2011-04-05 16:15:54.746959	SS010	STILL
2011-04-05 16:15:54.812171	M016	ON				6-end
2011-04-05 16:15:55.423279	M015	ON
2011-04-05 16:15:56.385459	M008	ON
2011-04-05 16:15:56.985076	M007	ON
2011-04-05 16:15:57.66763	SS010	MOVED
2011-04-05 16:15:58.052937	E002	START_INSTRUCT
2011-04-05 16:15:58.615965	E002	STOP_INSTRUCT
2011-04-05 16:15:58.978335	M016	OFF
2011-04-05 16:15:59.354947	M015	OFF
2011-04-05 16:16:01.246377	M002	ON
2011-04-05 16:16:01.64067	M008	OFF
2011-04-05 16:16:02.236576	M007	OFF
2011-04-05 16:16:13.152455	M007	ON
2011-04-05 16:16:13.547715	M008	ON
2011-04-05 16:16:13.914214	E002	START_INSTRUCT
2011-04-05 16:16:14.519991	E002	STOP_INSTRUCT
2011-04-05 16:16:15.033923	M016	ON				6-start
2011-04-05 16:16:15.049874	M015	ON
2011-04-05 16:16:16.265951	M017	ON				6.1
2011-04-05 16:16:16.860081	SS010	STILL
2011-04-05 16:16:19.428008	SS011	MOVED
2011-04-05 16:16:19.59745	M008	OFF
2011-04-05 16:16:19.636297	M016	OFF
2011-04-05 16:16:19.649981	M007	OFF
2011-04-05 16:16:19.667943	M002	OFF
2011-04-05 16:16:19.683543	M015	OFF
2011-04-05 16:16:20.135923	M017	OFF
2011-04-05 16:16:24.668106	SS010	MOVED
2011-04-05 16:16:26.263909	SS011	STILL
2011-04-05 16:16:26.702973	SS011	MOVED
2011-04-05 16:16:27.2393	SS010	STILL
2011-04-05 16:16:27.74822	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/62.wav</do>
2011-04-05 16:16:30.616484	SS011	STILL
2011-04-05 16:16:31.147924	SS010	MOVED
2011-04-05 16:16:32.31735	M017	ON				6.2
2011-04-05 16:16:32.332767	SS011	MOVED
2011-04-05 16:16:34.273854	SS011	STILL
2011-04-05 16:16:34.791091	SS011	MOVED				6.3
2011-04-05 16:16:36.743364	SS011	STILL
2011-04-05 16:16:37.594247	SS011	MOVED
2011-04-05 16:16:38.835853	M018	ON
2011-04-05 16:16:39.55003	SS011	STILL
2011-04-05 16:16:40.785994	M017	OFF
2011-04-05 16:16:42.272075	M017	ON				6.4
2011-04-05 16:16:43.24788	SS011	MOVED				
2011-04-05 16:16:43.852143	A002	0.126603
2011-04-05 16:16:43.888591	A003	0.076173			6.5
2011-04-05 16:16:44.240872	SS010	STILL
2011-04-05 16:16:46.31291	A002	0.208323			6.6
2011-04-05 16:16:46.331942	A003	0.105978
2011-04-05 16:16:47.735862	M018	OFF
2011-04-05 16:16:48.129152	SS011	STILL
2011-04-05 16:16:48.777305	A002	0.0368756
2011-04-05 16:16:48.796637	A003	0.0342974
2011-04-05 16:16:50.122939	M016	ON				6.7
2011-04-05 16:16:50.656765	M017	OFF				6.8,6-end
2011-04-05 16:16:50.696305	M015	ON
2011-04-05 16:16:51.373267	M008	ON
2011-04-05 16:16:51.983061	E002	START_INSTRUCT
2011-04-05 16:16:52.373807	M007	ON
2011-04-05 16:16:52.727895	M016	OFF
2011-04-05 16:16:53.022806	SS010	MOVED
2011-04-05 16:16:53.889612	M002	ON
2011-04-05 16:16:53.915572	E002	STOP_INSTRUCT
2011-04-05 16:16:54.498769	M015	OFF
2011-04-05 16:16:56.597306	M008	OFF
2011-04-05 16:16:56.973892	M007	OFF
2011-04-05 16:17:00.342639	M002	OFF
2011-04-05 16:17:07.492173	M002	ON
2011-04-05 16:17:07.868357	E002	START_INSTRUCT
2011-04-05 16:17:08.623428	M007	ON
2011-04-05 16:17:08.638798	E002	STOP_INSTRUCT
2011-04-05 16:17:09.346926	M008	ON
2011-04-05 16:17:10.818233	M015	ON
2011-04-05 16:17:11.166896	M016	ON				6-start
2011-04-05 16:17:11.717858	M007	OFF
2011-04-05 16:17:12.277876	M017	ON				6.1
2011-04-05 16:17:12.614545	M008	OFF
2011-04-05 16:17:12.939967	SS010	STILL
2011-04-05 16:17:13.701293	M002	OFF
2011-04-05 16:17:14.48875	M016	OFF
2011-04-05 16:17:14.862851	M015	OFF
2011-04-05 16:17:15.710359	M017	OFF
2011-04-05 16:17:15.891602	A001	2.81684
2011-04-05 16:17:15.910419	A002	0.398248			6.2
2011-04-05 16:17:18.373445	A001	2.84004
2011-04-05 16:17:18.405473	A002	0.569306
2011-04-05 16:17:20.811176	A002	0.138166			
2011-04-05 16:17:22.277755	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/62.wav</do>
2011-04-05 16:17:23.303896	A002	0.0392584			6.4
2011-04-05 16:17:24.767572	SS010	MOVED
2011-04-05 16:17:27.492508	M017	ON
2011-04-05 16:17:28.232376	A001	2.79411
2011-04-05 16:17:29.14849	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/61.wav</do>
2011-04-05 16:17:30.692223	A001	2.83707
2011-04-05 16:17:31.365888	SS010	MOVED
2011-04-05 16:17:32.760194	SS010	STILL
2011-04-05 16:17:34.300101	M017	OFF
2011-04-05 16:17:35.633759	A002	0.402116
2011-04-05 16:17:38.115222	A002	0.511062
2011-04-05 16:17:39.790068	SS011	MOVED				6.3
2011-04-05 16:17:43.114064	A002	0.490125			6.5
2011-04-05 16:17:44.680846	M017	ON
2011-04-05 16:17:45.587446	A002	0.182307
2011-04-05 16:17:46.63436	SS011	STILL
2011-04-05 16:17:47.656276	SS010	STILL
2011-04-05 16:17:48.193335	A002	0.0325005			6.6
2011-04-05 16:17:49.738098	M018	ON
2011-04-05 16:17:51.55799	SS010	MOVED
2011-04-05 16:17:52.549325	M017	OFF
2011-04-05 16:17:54.749152	M017	ON				6.7
2011-04-05 16:17:55.240784	SS010	STILL
2011-04-05 16:17:58.106018	A002	0.403366
2011-04-05 16:17:58.123003	A003	0.0704308
2011-04-05 16:17:58.427315	M017	OFF				6.8,6-end
2011-04-05 16:18:00.576425	A002	0.506023
2011-04-05 16:18:00.606325	A003	0.114963
2011-04-05 16:18:00.621099	M018	OFF
2011-04-05 16:18:03.028964	A002	0.434577
2011-04-05 16:18:03.046203	A003	0.0785559
2011-04-05 16:18:04.667976	M017	ON
2011-04-05 16:18:05.528259	A001	2.81551
2011-04-05 16:18:05.56401	A002	0.241097
2011-04-05 16:18:05.594352	A003	0.0441022
2011-04-05 16:18:06.96316	SS010	MOVED
2011-04-05 16:18:07.975013	A002	0.0404694
2011-04-05 16:18:09.071126	M017	OFF
2011-04-05 16:18:10.435379	A001	2.83715
2011-04-05 16:18:12.743033	M016	ON
2011-04-05 16:18:12.759452	M015	ON
2011-04-05 16:18:12.965582	P001	954
2011-04-05 16:18:13.701753	M008	ON
2011-04-05 16:18:14.090027	M009	ON
2011-04-05 16:18:14.985641	M016	OFF
2011-04-05 16:18:15.006408	M007	ON
2011-04-05 16:18:15.409233	A003	0.0238676
2011-04-05 16:18:15.613351	E002	START_INSTRUCT
2011-04-05 16:18:16.274168	M009	OFF
2011-04-05 16:18:16.290719	M002	ON
2011-04-05 16:18:16.648798	E002	STOP_INSTRUCT
2011-04-05 16:18:17.180996	M015	OFF
2011-04-05 16:18:18.659266	M008	OFF
2011-04-05 16:18:19.279449	M007	OFF
2011-04-05 16:18:41.034681	P001	936
2011-04-05 16:18:42.360381	M007	ON
2011-04-05 16:18:43.498936	M006	ON
2011-04-05 16:18:44.489672	M002	OFF
2011-04-05 16:18:45.596678	M010	ON
2011-04-05 16:18:47.039714	M007	OFF
2011-04-05 16:18:48.273766	M010	OFF
2011-04-05 16:18:50.741452	M006	OFF
2011-04-05 16:18:52.959956	P001	917
2011-04-05 16:18:54.439482	M006	ON
2011-04-05 16:18:58.956749	P001	880
2011-04-05 16:19:05.014989	P001	866
2011-04-05 16:19:07.779456	M006	OFF
2011-04-05 16:19:10.971365	P001	823
2011-04-05 16:19:22.971435	P001	937
2011-04-05 16:19:48.987429	P001	947
2011-04-05 16:20:01.258122	M006	ON
2011-04-05 16:20:02.992873	P001	930
2011-04-05 16:20:03.520951	M006	OFF
2011-04-05 16:20:15.014371	P001	907
2011-04-05 16:20:21.02567	P001	897
2011-04-05 16:20:22.452682	M042	ON
2011-04-05 16:20:23.064357	M043	ON
2011-04-05 16:20:23.901898	M029	ON
2011-04-05 16:20:24.396658	M028	ON
2011-04-05 16:20:25.450038	M027	ON
2011-04-05 16:20:25.830387	M006	ON
2011-04-05 16:20:26.222148	M010	ON
2011-04-05 16:20:27.019726	P001	811
2011-04-05 16:20:27.573125	M043	OFF
2011-04-05 16:20:27.591245	M042	OFF
2011-04-05 16:20:27.939126	M029	OFF
2011-04-05 16:20:28.576785	M010	OFF
2011-04-05 16:20:29.196056	M026	ON
2011-04-05 16:20:29.73134	M028	OFF
2011-04-05 16:20:29.746392	M027	OFF
2011-04-05 16:20:31.530301	M025	ON
2011-04-05 16:20:32.845562	M024	ON
2011-04-05 16:20:36.439698	M021	ON
2011-04-05 16:20:36.458191	M022	ON
2011-04-05 16:20:36.472438	M025	OFF
2011-04-05 16:20:36.48608	M026	OFF
2011-04-05 16:20:37.413457	M001	ON
2011-04-05 16:20:37.431662	M023	ON
2011-04-05 16:20:37.449485	M006	OFF
2011-04-05 16:20:37.464028	M021	OFF
2011-04-05 16:20:37.477601	M024	OFF
2011-04-05 16:20:37.785294	M006	ON
2011-04-05 16:20:38.431258	M022	OFF
2011-04-05 16:20:38.448275	M002	ON
2011-04-05 16:20:39.034394	M003	ON
2011-04-05 16:20:39.645946	M023	OFF
2011-04-05 16:20:41.052013	M001	OFF
2011-04-05 16:20:42.969023	M002	OFF
2011-04-05 16:20:44.7589	M006	OFF
2011-04-05 16:20:47.242705	M006	ON
2011-04-05 16:20:47.284722	M003	OFF
2011-04-05 16:20:52.192946	M003	ON
2011-04-05 16:20:53.26546	M002	ON
2011-04-05 16:20:54.500213	M007	ON
2011-04-05 16:20:54.867636	M008	ON
2011-04-05 16:20:55.957091	M009	ON
2011-04-05 16:20:56.324231	M003	OFF
2011-04-05 16:20:56.946664	M002	OFF
2011-04-05 16:20:57.74489	M014	ON
2011-04-05 16:20:59.829025	M007	OFF
2011-04-05 16:21:00.210134	M008	OFF
2011-04-05 16:21:00.734221	M009	OFF
2011-04-05 16:21:00.752573	M015	ON
2011-04-05 16:21:02.105844	M016	ON
2011-04-05 16:21:02.466985	M006	OFF
2011-04-05 16:21:03.620997	M014	OFF
2011-04-05 16:21:03.991561	M017	ON
2011-04-05 16:21:06.531801	M015	OFF
2011-04-05 16:21:06.913767	M016	OFF
2011-04-05 16:21:07.351832	SS010	STILL
2011-04-05 16:21:09.671075	SS011	MOVED
2011-04-05 16:21:10.721273	A001	2.86793
2011-04-05 16:21:10.882533	T002	25
2011-04-05 16:21:11.404853	M006	ON
2011-04-05 16:21:13.1771	A001	2.82997
2011-04-05 16:21:13.856654	M007	ON
2011-04-05 16:21:14.398226	M016	ON
2011-04-05 16:21:14.416141	M015	ON
2011-04-05 16:21:15.707853	M008	ON
2011-04-05 16:21:16.482413	M006	OFF
2011-04-05 16:21:16.850095	M017	OFF
2011-04-05 16:21:17.255095	M001	ON
2011-04-05 16:21:17.644733	M023	ON
2011-04-05 16:21:18.002545	M016	OFF
2011-04-05 16:21:18.559415	M015	OFF
2011-04-05 16:21:20.871855	M008	OFF
2011-04-05 16:21:21.713558	M001	OFF
2011-04-05 16:21:24.171498	M023	OFF
2011-04-05 16:21:24.190291	M007	OFF
2011-04-05 16:21:25.548443	M023	ON
2011-04-05 16:21:29.448288	M001	ON
2011-04-05 16:21:30.390308	M007	ON
2011-04-05 16:21:31.683498	M001	OFF
2011-04-05 16:21:32.177004	M006	ON
2011-04-05 16:21:33.12932	SS011	STILL
2011-04-05 16:21:33.918776	SS011	MOVED
2011-04-05 16:21:34.520743	M001	ON
2011-04-05 16:21:35.351612	M007	OFF
2011-04-05 16:21:35.741479	M002	ON
2011-04-05 16:21:39.042875	M001	OFF
2011-04-05 16:21:39.070128	M023	OFF
2011-04-05 16:21:39.084567	M003	ON
2011-04-05 16:21:41.601082	M002	OFF
2011-04-05 16:21:46.979222	M003	OFF
2011-04-05 16:21:47.898868	M003	ON
2011-04-05 16:21:49.652795	M006	OFF
2011-04-05 16:21:50.085941	A001	2.85239
2011-04-05 16:21:50.399396	M006	ON
2011-04-05 16:21:52.545157	A001	2.83012
2011-04-05 16:21:57.381752	M002	ON
2011-04-05 16:21:58.969611	M007	ON
2011-04-05 16:22:00.032861	M008	ON
2011-04-05 16:22:00.883684	M009	ON
2011-04-05 16:22:01.827216	M003	OFF
2011-04-05 16:22:02.20416	M002	OFF
2011-04-05 16:22:04.27216	M007	OFF
2011-04-05 16:22:04.853336	A001	2.8509
2011-04-05 16:22:04.876784	M008	OFF
2011-04-05 16:22:05.93565	M006	OFF
2011-04-05 16:22:05.951935	M009	OFF
2011-04-05 16:22:09.855574	M006	ON
2011-04-05 16:22:12.195248	M006	OFF
2011-04-05 16:22:13.826828	M014	ON
2011-04-05 16:22:16.141002	M014	OFF
2011-04-05 16:22:17.14063	A001	2.8302
2011-04-05 16:22:20.623693	M014	ON
2011-04-05 16:22:22.677092	M014	OFF
2011-04-05 16:22:23.047605	M014	ON
2011-04-05 16:22:23.420855	M006	ON
2011-04-05 16:22:24.492862	SS010	MOVED
2011-04-05 16:22:26.348343	M006	OFF
2011-04-05 16:22:26.97338	A001	2.85098
2011-04-05 16:22:27.42642	M014	OFF
2011-04-05 16:22:30.966055	M007	ON
2011-04-05 16:22:31.810406	M006	ON
2011-04-05 16:22:31.893123	A001	2.82864
2011-04-05 16:22:32.401011	M001	ON
2011-04-05 16:22:32.887306	M023	ON
2011-04-05 16:22:33.25661	M006	OFF
2011-04-05 16:22:33.626894	M022	ON
2011-04-05 16:22:34.457927	M021	ON
2011-04-05 16:22:36.355876	M023	OFF
2011-04-05 16:22:36.384415	M007	OFF
2011-04-05 16:22:36.401394	M024	ON
2011-04-05 16:22:37.014952	M001	OFF
2011-04-05 16:22:37.057064	M022	OFF
2011-04-05 16:22:37.091784	M025	ON
2011-04-05 16:22:37.585827	M014	ON
2011-04-05 16:22:38.187291	M021	OFF
2011-04-05 16:22:38.872058	SS010	STILL
2011-04-05 16:22:39.081831	P001	700
2011-04-05 16:22:39.25062	M009	ON
2011-04-05 16:22:42.433926	M008	ON
2011-04-05 16:22:42.471415	M014	OFF
2011-04-05 16:22:42.491072	D001	OPEN
2011-04-05 16:22:42.507986	M007	ON
2011-04-05 16:22:42.523754	M006	ON
2011-04-05 16:22:43.184975	M008	OFF
2011-04-05 16:22:43.199533	M025	OFF
2011-04-05 16:22:43.711129	D001	CLOSE
2011-04-05 16:22:43.756655	M009	OFF
2011-04-05 16:22:44.899489	M008	ON
2011-04-05 16:22:45.28441	M009	ON
2011-04-05 16:22:45.651793	M024	OFF
2011-04-05 16:22:47.096326	M014	ON
2011-04-05 16:22:47.70502	M007	OFF
2011-04-05 16:22:48.086012	M006	OFF
2011-04-05 16:22:48.474284	M008	OFF
2011-04-05 16:22:49.323106	M009	OFF
2011-04-05 16:22:49.343008	M013	ON
2011-04-05 16:22:52.457349	M014	OFF
2011-04-05 16:22:55.050988	M013	OFF
2011-04-05 16:22:55.847531	M013	ON
2011-04-05 16:23:00.122087	M014	ON
2011-04-05 16:23:01.658145	M015	ON
2011-04-05 16:23:02.029962	M016	ON
2011-04-05 16:23:02.958262	D009	OPEN
2011-04-05 16:23:03.563528	M014	OFF
2011-04-05 16:23:03.93996	M013	OFF
2011-04-05 16:23:05.094797	P001	719
2011-04-05 16:23:05.483309	M015	OFF
2011-04-05 16:23:05.742644	SS008	MOVED
2011-04-05 16:23:06.318168	D009	CLOSE
2011-04-05 16:23:07.682155	M015	ON
2011-04-05 16:23:09.25643	M014	ON
2011-04-05 16:23:10.067008	M016	OFF
2011-04-05 16:23:11.601298	M016	ON
2011-04-05 16:23:12.442215	M014	OFF
2011-04-05 16:23:13.286123	M017	ON
2011-04-05 16:23:13.920034	A001	2.85207
2011-04-05 16:23:15.359804	M015	OFF
2011-04-05 16:23:15.748061	M016	OFF
2011-04-05 16:23:16.405561	A001	2.82707
2011-04-05 16:23:16.499069	SS008	STILL
2011-04-05 16:23:17.579126	M017	OFF
2011-04-05 16:23:19.129681	P001	704
2011-04-05 16:23:20.467237	M017	ON
2011-04-05 16:23:21.334267	A001	2.85106
2011-04-05 16:23:23.811327	SS010	MOVED
2011-04-05 16:23:24.371908	SS011	STILL
2011-04-05 16:23:25.348336	M017	OFF
2011-04-05 16:23:26.255773	A001	2.81653
2011-04-05 16:23:30.646896	SS011	MOVED
2011-04-05 16:23:32.861527	M017	ON
2011-04-05 16:23:40.607379	D009	OPEN
2011-04-05 16:23:43.038913	M016	ON
2011-04-05 16:23:43.126658	P001	732
2011-04-05 16:23:43.563059	A001	2.84606
2011-04-05 16:23:45.846849	M016	OFF
2011-04-05 16:23:45.869078	D009	CLOSE
2011-04-05 16:23:48.492015	A001	2.82153
2011-04-05 16:23:48.950346	SS010	MOVED
2011-04-05 16:23:50.955965	A001	2.85622
2011-04-05 16:23:51.047426	M017	OFF
2011-04-05 16:23:53.463923	A001	2.82754
2011-04-05 16:23:54.040782	M017	ON
2011-04-05 16:23:55.21879	SS010	STILL
2011-04-05 16:23:57.13828	P001	702
2011-04-05 16:24:01.079668	SS010	MOVED
2011-04-05 16:24:02.597751	SS010	STILL
2011-04-05 16:24:04.570157	M016	ON
2011-04-05 16:24:05.16552	M015	ON
2011-04-05 16:24:06.855811	M008	ON
2011-04-05 16:24:07.22467	M009	ON
2011-04-05 16:24:07.858391	M007	ON
2011-04-05 16:24:08.737157	M001	ON
2011-04-05 16:24:09.115346	M017	OFF
2011-04-05 16:24:09.491694	M009	OFF
2011-04-05 16:24:10.167848	M023	ON
2011-04-05 16:24:10.182407	M016	OFF
2011-04-05 16:24:10.200499	M015	OFF
2011-04-05 16:24:11.070152	D012	OPEN
2011-04-05 16:24:12.495066	M008	OFF
2011-04-05 16:24:12.509892	M001	OFF
2011-04-05 16:24:13.240136	M023	OFF
2011-04-05 16:24:13.257422	M007	OFF
2011-04-05 16:24:16.48518	M023	ON
2011-04-05 16:24:17.365318	M001	ON
2011-04-05 16:24:18.607948	M007	ON
2011-04-05 16:24:18.98918	M008	ON
2011-04-05 16:24:20.860693	M023	OFF
2011-04-05 16:24:21.705394	M015	ON
